source ip,destination ip,source port,destination port,protocol,timestamp,flow duration,flow bytes/s,flow packets/s,fwd packets/s,bwd packets/s,Total fwd packets,total backward packets,total length of fwd packets,total length of bwd packets,fwd packet length max,fwd packet length min,fwd packet length mean,fwd packet length std,bwd packet length max,bwd packet length min,bwd packet length mean,bwd packet length std,max packet length,min packet length,packet length mean,packet length std,packet length variance,fwd header length,bwd header length,min seg size forward,act data pkt fwd,flow iat mean,flow iat max,flow iat min,flow iat std,fwd iat total,fwd iat max,fwd iat min,fwd iat mean,fwd iat std,bwd iat total,bwd iat max,bwd iat min,bwd iat mean,bwd iat std,fwd psh flags,bwd psh flags,fwd urg flags,bwd urg flags,fin flag count,syn flag count,rst flag count,psh flag count,ack flag count,urg flag count,ece flag count,down/up ratio,average packet size,Init win bytes forward,init win bytes backward,active max,active min,active mean,active std,idle max,idle min,idle mean,idle std,fwd avg bytes/bulk,fwd avg packets/bulk,bwd avg bytes/bulk,bwd avg packets/bulk,fwd avg bulk rate,bwd avg bulk rate,avg fwd segment size,avg bwd segment size,cwe flag count,subflow fwd packets,subflow bwd packets,subflow fwd bytes,subflow bwd bytes
192.168.1.9,192.168.1.51,63994,80,6,2023-12-01 10:25:31,2126.0,864063.9698965190,5174.035747883350,2822.2013170272800,2351.8344308560700,6,5,1013,824,671.0,66.0,168.83333333333300,224.61850373961200,552.0,66.0,164.8,193.6247918010500,671,66,167.0,211.10488560730400,44565.27272727270,120,100,0,1,212.6,801.0,1.0,232.31366726906100,2120.0,1152.0,1.0,424.0,394.193353571569,2044.0,801.0,62.0,511.0,273.10895261781500,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,167.0,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.83333333333300,164.8,0,6,5,1013,824
192.168.1.9,192.168.1.51,63995,80,6,2023-12-01 10:25:33,2105.0,882660.3325415680,5225.653206650830,2850.356294536820,2375.296912114010,6,5,1034,824,692.0,66.0,172.33333333333300,232.4433025253450,552.0,66.0,164.8,193.6247918010500,692,66,168.9090909090910,215.69905573420600,46526.0826446281,120,100,0,1,210.5,692.0,0.0,218.41348401598300,2093.0,1052.0,0.0,418.6,368.730036747754,2008.0,713.0,52.0,502.0,267.17129336813100,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,168.9090909090910,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.33333333333300,164.8,0,6,5,1034,824
192.168.1.9,192.168.1.51,63996,80,6,2023-12-01 10:25:34,2512.0,748009.5541401270,4378.980891719750,2388.5350318471300,1990.4458598726100,6,5,1055,824,713.0,66.0,175.83333333333300,240.2681950561820,552.0,66.0,164.8,193.6247918010500,713,66,170.8181818181820,220.36284878347100,48559.78512396690,120,100,0,1,251.2,1019.0,0.0,291.01883100583000,2505.0,1358.0,0.0,501.0,488.7862518524840,1493.0,604.0,59.0,373.25,202.60599078013500,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,170.8181818181820,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.83333333333300,164.8,0,6,5,1055,824
192.168.1.9,192.168.1.51,63997,80,6,2023-12-01 10:25:36,1947.0,883410.3749357990,5649.717514124290,3081.664098613250,2568.0534155110400,6,5,896,824,554.0,66.0,149.33333333333300,181.0254739593910,552.0,66.0,164.8,193.6247918010500,554,66,156.36363636363600,187.01641771745000,34975.14049586780,120,100,0,1,194.7,612.0,0.0,183.77761017055400,1940.0,991.0000000000000,0.0,388.0,340.83074978645900,1859.0,612.0,107.0,464.75,208.56698564250300,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,156.36363636363600,65535,506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,149.33333333333300,164.8,0,6,5,896,824
192.168.1.9,192.168.1.51,63998,80,6,2023-12-01 10:25:37,1885.0,917241.3793103450,5835.543766578250,3183.0238726790500,2652.5198938992000,6,5,905,824,563.0,66.0,150.83333333333300,184.37861107574900,552.0,66.0,164.8,193.6247918010500,563,66,157.1818181818180,188.76576065773700,35632.51239669420,120,100,0,1,188.5,529.0,0.0,177.12043924968100,1878.0,870.0,0.0,375.6,314.5425885313470,1751.0,603.0,59.0,437.75,220.24460833355300,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,157.1818181818180,65535,506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.83333333333300,164.8,0,6,5,905,824
192.168.1.9,192.168.1.51,63999,80,6,2023-12-01 10:25:40,1401.0,1240542.4696645300,7851.534618129910,4282.655246252680,3568.879371877230,6,5,914,824,572.0,66.0,152.33333333333300,187.7317826640500,552.0,66.0,164.8,193.6247918010500,572,66,158.0,190.53417732069200,36303.27272727270,120,100,0,1,140.1,353.0,0.0,131.08886298995800,1393.0,644.0,0.0,278.6,228.70907284145900,1343.0,496.0,44.0,335.75,176.173742368152,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,158.0,65535,506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.33333333333300,164.8,0,6,5,914,824
192.168.1.9,192.168.1.51,64000,80,6,2023-12-01 10:25:43,1560.0,1119871.794871800,7051.282051282050,3846.153846153850,3205.128205128210,6,5,923,824,581.0,66.0,153.83333333333300,191.0849869095480,552.0,66.0,164.8,193.6247918010500,581,66,158.8181818181820,192.32114155132100,36987.42148760330,120,100,0,1,156.0,392.0,0.0,142.0725166948200,1554.0,717.0,0.0,310.8,247.66541946747400,1492.0,560.0,44.0,373.0,199.18584287042100,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,158.8181818181820,65535,506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153.83333333333300,164.8,0,6,5,923,824
192.168.1.9,192.168.1.51,64001,80,6,2023-12-01 10:25:46,2148.0,817504.6554934820,5121.042830540040,2793.2960893854700,2327.746741154560,6,5,932,824,590.0,66.0,155.33333333333300,194.43822212266300,552.0,66.0,164.8,193.6247918010500,590,66,159.63636363636400,194.1261411497330,37684.95867768590,120,100,0,1,214.8,595.0,0.0,208.53862951501300,2133.0,950.0,0.0,426.6,339.5730260194410,2015.0,794.0,62.0,503.75,269.88180283227700,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,159.63636363636400,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.33333333333300,164.8,0,6,5,932,824
192.168.1.9,192.168.1.51,64002,80,6,2023-12-01 10:25:47,2063.0,855550.169655841,5332.040717401840,2908.38584585555,2423.654871546290,6,5,941,824,599.0,66.0,156.83333333333300,197.7914867283780,552.0,66.0,164.8,193.6247918010500,599,66,160.45454545454500,195.9486777131210,38395.88429752070,120,100,0,1,206.3,599.0,0.0,189.31088188479800,2056.0,928.0,0.0,411.2,313.2100892372400,1935.0,654.0,61.0,483.75,244.85850505955500,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,160.45454545454500,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,156.83333333333300,164.8,0,6,5,941,824
192.168.1.9,192.168.1.51,64003,80,6,2023-12-01 10:25:48,1501.0,1181878.7475016700,7328.447701532310,3997.3351099267200,3331.112591605600,6,5,950,824,608.0,66.0,158.33333333333300,201.14477925668900,552.0,66.0,164.8,193.6247918010500,608,66,161.27272727272700,197.78826645457900,39120.19834710750,120,100,0,1,150.1,336.0,1.0,131.10183065083400,1495.0,626.0,1.0,299.0,224.68555805836700,1403.0,566.0,44.0,350.75,198.077478527974,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,161.27272727272700,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.33333333333300,164.8,0,6,5,950,824
192.168.1.9,192.168.1.51,64004,80,6,2023-12-01 10:25:51,1595.0,1117868.3385579900,6896.551724137930,3761.755485893420,3134.796238244510,6,5,959,824,617.0,66.0,159.83333333333300,204.4980983340000,552.0,66.0,164.8,193.6247918010500,617,66,162.0909090909090,199.6444360017240,39857.900826446300,120,100,0,1,159.5,453.0,0.0,150.3544146342240,1589.0,776.0,0.0,317.8,279.09023630360100,1485.0,508.0,44.0,371.25,189.93600896091300,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,162.0909090909090,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,159.83333333333300,164.8,0,6,5,959,824
192.168.1.9,192.168.1.51,64005,80,6,2023-12-01 10:25:52,1487.0,1160726.294552790,7397.444519166110,4034.9697377269700,3362.474781439140,6,5,902,824,560.0,66.0,150.33333333333300,183.26089477997100,552.0,66.0,164.8,193.6247918010500,560,66,156.9090909090910,188.18050065414900,35411.900826446300,120,100,0,1,148.7,352.0,0.0,138.15864069974100,1481.0,624.0,0.0,296.2,222.45035401185600,1428.0,571.0,44.0,357.0,200.8145911033360,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,156.9090909090910,65535,506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.33333333333300,164.8,0,6,5,902,824
192.168.1.9,192.168.1.51,64006,80,6,2023-12-01 10:25:53,1542.0,1129053.17769131,7133.592736705580,3891.0505836575900,3242.54215304799,6,5,917,824,575.0,66.0,152.83333333333300,188.84951386987700,552.0,66.0,164.8,193.6247918010500,575,66,158.27272727272700,191.12779680293400,36529.834710743800,120,100,0,1,154.2,372.0,0.0,144.54051335179400,1531.0,648.0,0.0,306.2,240.98497878498600,1445.0,588.0,44.0,361.25,200.41878030763500,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,158.27272727272700,65535,506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152.83333333333300,164.8,0,6,5,917,824
192.168.1.9,192.168.1.51,64007,80,6,2023-12-01 10:25:54,1518.0,1156785.2437417700,7246.376811594200,3952.569169960470,3293.8076416337300,6,5,932,824,590.0,66.0,155.33333333333300,194.43822212266300,552.0,66.0,164.8,193.6247918010500,590,66,159.63636363636400,194.1261411497330,37684.95867768590,120,100,0,1,151.8,394.0,1.0,137.55638843761500,1511.0,753.0,1.0,302.2,262.23912751532700,1457.0,512.0,51.0,364.25,186.5936427105700,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,159.63636363636400,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,155.33333333333300,164.8,0,6,5,932,824
192.168.1.9,192.168.1.51,64008,80,6,2023-12-01 10:25:56,1563.0,1133077.4152271300,7037.747920665390,3838.7715930902100,3198.976327575180,6,5,947,824,605.0,66.0,157.83333333333300,200.0270120647600,552.0,66.0,164.8,193.6247918010500,605,66,161.0,197.17320489172100,38877.27272727270,120,100,0,1,156.3,483.0,0.0,152.1578456734980,1557.0,796.0,0.0,311.4,282.6585218952370,1463.0,507.00000000000000,45.0,365.75,187.38646562652300,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,161.0,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157.83333333333300,164.8,0,6,5,947,824
192.168.1.9,192.168.1.51,64009,80,6,2023-12-01 10:25:59,1470.0,1214965.9863945600,7482.993197278910,4081.6326530612200,3401.360544217690,6,5,962,824,620.0,66.0,160.33333333333300,205.61587703504000,552.0,66.0,164.8,193.6247918010500,620,66,162.36363636363600,200.2667642408600,40106.77685950410,120,100,0,1,147.0,338.0,0.0,134.84583790388200,1463.0,658.0,0.0,292.6,233.26345620349500,1404.0,568.0,44.0,351.0,195.0102561405430,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,162.36363636363600,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160.33333333333300,164.8,0,6,5,962,824
192.168.1.9,192.168.1.51,64010,80,6,2023-12-01 10:26:01,1966.0000000000000,916073.2451678540,5595.116988809770,3051.881993896240,2543.23499491353,6,5,977,824,635.0,66.0,162.83333333333300,211.20481107735700,552.0,66.0,164.8,193.6247918010500,635,66,163.72727272727300,203.40469776871000,41373.47107438020,120,100,0,1,196.6,519.0,0.0,170.58733833435600,1959.0,866.0,0.0,391.8,285.9303411672150,1866.0,664.0,68.0,466.5,235.91153002767800,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,163.72727272727300,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.83333333333300,164.8,0,6,5,977,824
192.168.1.9,192.168.1.51,64011,80,6,2023-12-01 10:26:03,1507.0,1205043.1320504300,7299.2700729927,3981.4200398142,3317.8500331785000,6,5,992,824,650.0,66.0,165.33333333333300,216.79380884968900,552.0,66.0,164.8,193.6247918010500,650,66,165.0909090909090,206.5849834133660,42677.35537190080,120,100,0,1,150.7,338.0,0.0,132.3729957355350,1500.0,629.0,0.0,300.0,222.36456552247700,1414.0,553.0,43.0,353.5,195.2261509122180,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,165.0909090909090,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.33333333333300,164.8,0,6,5,992,824
192.168.1.9,192.168.1.51,64012,80,6,2023-12-01 10:26:05,1777.0,1030388.2948790100,6190.208216094540,3376.477208778840,2813.731007315700,6,5,1007,824,665.0,66.0,167.83333333333300,222.38286554698600,552.0,66.0,164.8,193.6247918010500,665,66,166.45454545454500,209.805695232675,44018.4297520661,120,100,0,1,177.7,471.0,0.0,178.74565728990500,1765.0,1051.0,0.0,353.0,394.5894068522370,1718.0,607.0,134.0,429.5,177.7645915248590,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,166.45454545454500,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,167.83333333333300,164.8,0,6,5,1007,824
192.168.1.9,192.168.1.51,64013,80,6,2023-12-01 10:26:08,1649.0,1050333.5354760500,6670.7095209217700,3638.568829593690,3032.1406913280800,6,5,908,824,566.0,66.0,151.33333333333300,185.4963312006170,552.0,66.0,164.8,193.6247918010500,566,66,157.45454545454500,189.3531398478720,35854.61157024790,120,100,0,1,164.9,394.0,0.0,142.84498591130200,1642.0,693.0,0.0,328.4,235.32326701794700,1555.0,569.0,48.0,388.75,207.80444533262500,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,157.45454545454500,65535,506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.33333333333300,164.8,0,6,5,908,824
192.168.1.9,192.168.1.51,64014,80,6,2023-12-01 10:26:10,1490.0,1176510.067114090,7382.5503355704700,4026.8456375838900,3355.7046979865800,6,5,929,824,587.0,66.0,154.83333333333300,193.32047371025000,552.0,66.0,164.8,193.6247918010500,587,66,159.36363636363600,193.52250173477500,37450.95867768590,120,100,0,1,149.0,341.0,0.0,134.15289784421400,1484.0,675.0,0.0,296.8,235.0739458128020,1428.0,555.0,43.0,357.0,197.1547615453400,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,159.36363636363600,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,154.83333333333300,164.8,0,6,5,929,824
192.168.1.9,192.168.1.51,64015,80,6,2023-12-01 10:26:13,1470.0,1206802.7210884400,7482.993197278910,4081.6326530612200,3401.360544217690,6,5,950,824,608.0,66.0,158.33333333333300,201.14477925668900,552.0,66.0,164.8,193.6247918010500,608,66,161.27272727272700,197.78826645457900,39120.19834710750,120,100,0,1,147.0,357.0,0.0,133.42038824707400,1463.0,658.0,0.0,292.6,227.08905742021100,1410.0,542.0,42.0,352.5,190.99280091144800,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,161.27272727272700,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,158.33333333333300,164.8,0,6,5,950,824
192.168.1.9,192.168.1.51,64016,80,6,2023-12-01 10:26:15,1527.0,1175507.5311067500,7203.667321545520,3929.2730844793700,3274.394237066140,6,5,971,824,629.0,66.0,161.83333333333300,208.9692295264760,552.0,66.0,164.8,193.6247918010500,629,66,163.1818181818180,202.14433105707500,40862.330578512400,120,100,0,1,152.7,359.0,0.0,138.04060996677800,1520.0,673.0,0.0,304.0,234.56257160936800,1461.0,558.0,45.0,365.25,198.5199926959500,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,163.1818181818180,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.83333333333300,164.8,0,6,5,971,824
192.168.1.9,192.168.1.51,64017,80,6,2023-12-01 10:26:16,1485.0,1222895.6228956200,7407.407407407410,4040.4040404040400,3367.003367003370,6,5,992,824,650.0,66.0,165.33333333333300,216.79380884968900,552.0,66.0,164.8,193.6247918010500,650,66,165.0909090909090,206.5849834133660,42677.35537190080,120,100,0,1,148.5,351.0,0.0,135.3870377842720,1480.0,623.0,0.0,296.0,217.55275222345500,1425.0,569.0,42.0,356.25,201.0278276756730,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,165.0909090909090,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,165.33333333333300,164.8,0,6,5,992,824
192.168.1.9,192.168.1.51,64018,80,6,2023-12-01 10:26:18,1504.0,1221409.574468090,7313.829787234040,3989.36170212766,3324.468085106380,6,5,1013,824,671.0,66.0,168.83333333333300,224.61850373961200,552.0,66.0,164.8,193.6247918010500,671,66,167.0,211.10488560730400,44565.27272727270,120,100,0,1,150.4,365.0,1.0,134.50293677091200,1497.0,699.0,1.0,299.4,239.21588576012300,1441.0,563.0,43.0,360.25,196.1012174872970,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,167.0,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168.83333333333300,164.8,0,6,5,1013,824
192.168.1.9,192.168.1.51,64019,80,6,2023-12-01 10:26:20,1750.0,1061714.2857142900,6285.714285714290,3428.5714285714300,2857.142857142860,6,5,1034,824,692.0,66.0,172.33333333333300,232.4433025253450,552.0,66.0,164.8,193.6247918010500,692,66,168.9090909090910,215.69905573420600,46526.0826446281,120,100,0,1,175.0,490.0,0.0,165.05817156384600,1744.0,818.0,0.0,348.8,287.35859131057800,1666.0,568.0,60.0,416.5,207.8094078717320,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,168.9090909090910,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,172.33333333333300,164.8,0,6,5,1034,824
192.168.1.9,192.168.1.51,64020,80,6,2023-12-01 10:26:22,1353.0,1388765.7058388800,8130.081300813010,4434.589800443460,3695.491500369550,6,5,1055,824,713.0,66.0,175.83333333333300,240.2681950561820,552.0,66.0,164.8,193.6247918010500,713,66,170.8181818181820,220.36284878347100,48559.78512396690,120,100,0,1,135.3,343.0,1.0,125.70445497276500,1347.0,625.0,1.0,269.4,223.89515403420400,1288.0,460.0,44.0,322.0,166.53077793609200,0,0,0,0,1,0,0,0,0,0,0,0.8333333333333330,170.8181818181820,65535,505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,175.83333333333300,164.8,0,6,5,1055,824
192.168.1.9,192.168.1.51,64021,80,6,2023-12-01 10:26:24,65817323.0,639.1174554455820,1.70167966266267,1.1243240628306900,0.5773555998319770,74,38,22398,19667,598.0,66.0,302.6756756756760,249.7775284781470,557.0,66.0,517.5526315789470,131.42472277403800,598,66,375.58035714285700,239.6495819194310,57431.922114158200,1480,760,0,35,592948.8558558560,3024040.0,65.0,990334.5441541400,65817323.0,3024040.0,98.0,901607.1643835620,1101366.4435201900,65816873.0,3024794.0,495.0,1778834.4054054100,914130.3636437660,0,0,0,0,1,0,0,0,0,0,0,0.5135135135135140,375.58035714285700,65535,501,3023701.0,283.0,1878263.7714285700,834325.5424644370,3023697.0,35163.0,1879264.142857140,832103.983121311,0.0,0.0,0.0,0.0,0.0,0.0,302.6756756756760,517.5526315789470,0,74,38,22398,19667
192.168.1.9,192.168.1.51,64032,80,6,2023-12-01 10:27:33,1903172.0,1053.5043600893700,5.25438583585719,3.152631501514310,2.1017543343428800,6,4,967,1038,625.0,66.0,161.16666666666700,207.47884765012100,832.0,66.0,259.5,330.5491642706120,832,66,200.5,268.0564306260900,71854.25,120,80,0,1,211463.55555555600,1786536.0,37.0,557857.5567821180,1903172.0,1786536.0,488.0,380634.4,704115.4140816970,1902653.0,1787482.0,7364.0,634217.6666666670,816511.3454881620,0,0,0,0,1,0,0,0,0,0,0,0.6666666666666670,200.5,65535,505,107346.0,387.0,38201.0,48964.480942822200,1786042.0,7327.0,633455.0,816017.186018775,0.0,0.0,0.0,0.0,0.0,0.0,161.16666666666700,259.5,0,6,4,967,1038
192.168.1.9,192.168.1.51,64033,80,6,2023-12-01 10:27:33,1795493.0,231.69124023318400,3.3417005802863100,2.2278003868575400,1.1139001934287700,4,2,276,140,78.0,66.0,69.0,5.196152422706630,74.0,66.0,70.0,4.0,78,66,69.33333333333330,4.85340659285368,23.55555555555560,80,40,0,0,359098.6,1794052.0,171.0,717476.7153065250,1795493.0,1794052.0,571.0,598497.6666666670,845384.5851896180,0.0,0.0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,0,0.5,69.33333333333330,65535,510,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,69.0,70.0,0,4,2,276,140
192.168.1.9,192.168.1.51,64047,80,6,2023-12-01 10:27:51,35733160.0,839.5842964909910,1.9309795159454100,1.2033640461688800,0.7276154697765330,43,26,11506,18495,572.0,66.0,267.5813953488370,237.73644118607600,1514.0,66.0,711.3461538461540,452.26208724823500,1514,66,434.7971014492750,398.16894599757000,158538.5095568160,860,520,0,18,525487.6470588240,3386176.0,0.0,1009713.5242141800,35733160.0,3386176.0,0.0,850789.5238095240,1172131.0369563000,35731933.0,3387846.0,5.0,1429277.32,1219298.5306822500,0,0,0,0,1,0,0,0,0,0,0,0.6046511627906980,434.7971014492750,65535,501,3386176.0,105.0,1853008.5789473700,1090733.7512405600,3385623.0,8332.0,1878448.5789473700,1052011.5982792900,0.0,0.0,0.0,0.0,0.0,0.0,267.5813953488370,711.3461538461540,0,43,26,11506,18495